Id	Longitude	Latitude	GeoName	StateAbb	State	County	TotalPop	MedAge	Education	Unemployment	Income	MedHomeValue	Obama	Zipcodes	Winner	RealZip	ElectoralFraction	ZipNumbers
3581	-82.448061	28.207116	Land O' Lakes CDP	FL	Florida	Pasco County	31553	38.9	33.2	11.9	26953	155003	0.4601	34639	Obama	34639	0.066896978	34639.0
3582	-82.15361899999999	28.183094	Crystal Springs CDP	FL	Florida	Pasco County	1243	42.5	9.0	13.5	19610	78864	0.4601	33540	Obama	33540	0.002635342	33540.0
3583	-82.537891	28.395383000000002	Shady Hills CDP	FL	Florida	Pasco County	9488	42.0	10.3	16.0	16820	98051	0.4601	34610	Obama	34610	0.020115948999999998	34610.0
3584	-82.17726800000001	28.238318	Zephyrhills city	FL	Florida	Pasco County	13555	53.7	13.0	18.2	18588	77255	0.4601	33540	Obama	33540	0.028738583999999998	33540.0
3585	-82.317081	28.246956	Wesley Chapel South CDP	FL	Florida	Pasco County	11524	33.6	31.9	8.4	27160	150362	0.4601	33544	Obama	33544	0.024432567000000002	33544.0
3586	-82.278952	28.338583	San Antonio city	FL	Florida	Pasco County	950	38.2	27.2	15.5	20325	100187	0.4601	33576	Obama	33576	0.002014139	33576.0
3587	-82.716542	28.246926000000002	New Port Richey city	FL	Florida	Pasco County	16686	46.6	12.4	16.5	18996	76965	0.4601	34652	Obama	34652	0.035376762	34652.0
3588	-82.742742	28.186446000000004	Holiday CDP	FL	Florida	Pasco County	23717	50.0	10.5	14.9	18608	75416	0.4601	34691	Obama	34691	0.050283510999999996	34691.0
3589	-82.16984599999999	28.465328000000003	Lacoochee CDP	FL	Florida	Pasco County	1768	24.2	6.8	25.0	7588	44848	0.4601	33523	Obama	33523	0.0037484190000000002	33523.0
3590	-82.72308000000001	28.213717	Elfers CDP	FL	Florida	Pasco County	13745	48.4	9.6	16.1	18106	76341	0.4601	34690	Obama	34690	0.029141412000000002	34690.0
3591	-82.19380100000001	28.383146000000004	Dade City North CDP	FL	Florida	Pasco County	3551	27.6	4.8	21.8	11826	61461	0.4601	33525	Obama	33525	0.00752864	33525.0
3592	-82.690626	28.293033	Jasmine Estates CDP	FL	Florida	Pasco County	17957	47.9	11.6	20.1	17883	86143	0.4601	34668	Obama	34668	0.038071468	34668.0
3593	-82.696568	28.008126	Safety Harbor city	FL	Florida	Pinellas County	16917	47.9	38.3	10.6	31943	141319	0.5224	34695	Obama	34695	0.035866516	34695.0
3594	-82.724725	27.678895	Tierra Verde CDP	FL	Florida	Pinellas County	4056	51.1	53.9	14.2	65057	305784	0.5224	33715	Obama	33715	0.008599314	33715.0
3595	-82.713398	27.904538	South Highpoint CDP	FL	Florida	Pinellas County	8904	33.3	7.1	14.2	17069	76549	0.5224	33760	Obama	33760	0.018877783000000002	33760.0
3596	-82.671091	28.040871999999997	Oldsmar city	FL	Florida	Pinellas County	12358	40.5	28.0	11.3	27888	111801	0.5224	34677	Obama	34677	0.026200769	34677.0
3597	-82.71035400000001	27.749947	Gulfport city	FL	Florida	Pinellas County	12385	51.5	23.1	14.0	27767	86326	0.5224	33707	Obama	33707	0.026258012999999997	33707.0
3598	-82.774976	27.820907000000002	Bay Pines CDP	FL	Florida	Pinellas County	2848	57.3	21.3	8.2	23497	91892	0.5224	33708	Obama	33708	0.006038177	33708.0
3599	-82.70613	27.85769	Pinellas Park city	FL	Florida	Pinellas County	45598	43.9	14.9	11.8	23285	87812	0.5224	33782	Obama	33782	0.096674433	33782.0
3600	-82.771699	28.026178	Dunedin city	FL	Florida	Pinellas County	36104	52.8	26.6	10.7	29147	107267	0.5224	34698	Obama	34698	0.076545764	34698.0
3601	-82.76945500000001	27.770784000000003	Treasure Island city	FL	Florida	Pinellas County	7197	58.4	36.7	12.9	39747	241266	0.5224	33706	Obama	33706	0.015258693	33706.0
3602	-82.805932	27.89541	Ridgecrest CDP	FL	Florida	Pinellas County	2391	34.0	15.3	14.9	18421	83203	0.5224	33778	Obama	33778	0.00506927	33778.0
3603	-82.61604	27.866001	Gandy CDP	FL	Florida	Pinellas County	2064	42.4	43.3	10.9	42953	65909	0.5224	33716	Obama	33716	0.0043759820000000005	33716.0
3604	-82.76082199999999	28.148532	Tarpon Springs city	FL	Florida	Pinellas County	22525	49.3	24.9	12.0	26230	120280	0.5224	34689	Obama	34689	0.047756297	34689.0
3605	-82.742104	27.725663	St. Pete Beach city	FL	Florida	Pinellas County	10072	58.4	41.0	11.2	41625	229555	0.5224	33706	Obama	33706	0.021354114	33706.0
3606	-82.791117	27.796832000000002	Madeira Beach city	FL	Florida	Pinellas County	4523	55.1	26.9	12.4	35201	211934	0.5224	33708	Obama	33708	0.009589422	33708.0
3607	-82.716224	27.815528000000004	Kenneth City town	FL	Florida	Pinellas County	4290	43.5	13.5	11.9	21691	84444	0.5224	33709	Obama	33709	0.009095428000000001	33709.0
3608	-82.81168000000001	27.8125	Redington Beach town	FL	Florida	Pinellas County	1543	59.2	43.9	11.4	43959	231481	0.5224	33708	Obama	33708	0.003271386	33708.0
3609	-82.664709	27.791296999999997	St. Petersburg city	FL	Florida	Pinellas County	244845	42.8	27.3	13.1	26111	98204	0.5224	33713	Obama	33713	0.519107234	33713.0
3610	-82.738198	27.755857000000002	South Pasadena city	FL	Florida	Pinellas County	5659	69.9	26.4	11.8	31221	112388	0.5224	33706	Obama	33706	0.011997908	33706.0
3611	-82.83133000000001	27.828856	Redington Shores town	FL	Florida	Pinellas County	2292	60.4	34.1	11.9	42293	195216	0.5224	33776	Obama	33776	0.004859375	33776.0
3612	-82.845848	27.895196999999996	Indian Rocks Beach city	FL	Florida	Pinellas County	4836	52.5	44.7	9.1	44260	242708	0.5224	33785	Obama	33785	0.010253028	33785.0
3613	-82.787308	27.840732	Seminole city	FL	Florida	Pinellas County	10488	57.8	22.6	11.5	27977	92528	0.5224	33772	Obama	33772	0.022236095	33772.0
3614	-82.689625	27.820071999999996	West and East Lealman CDP	FL	Florida	Pinellas County	22029	45.2	12.2	12.6	20045	64107	0.5224	33714	Obama	33714	0.04670470400000001	33714.0
3615	-82.747744	27.980708	Clearwater city	FL	Florida	Pinellas County	109911	44.9	28.1	12.2	27201	112942	0.5224	33765	Obama	33765	0.23302740600000002	33765.0
3616	-82.676076	27.905721999999997	Feather Sound CDP	FL	Florida	Pinellas County	3936	39.0	54.4	10.9	49751	144643	0.5224	33762	Obama	33762	0.008344896	33762.0
3617	-82.825059	27.907176	Harbor Bluffs CDP	FL	Florida	Pinellas County	2803	51.8	47.8	8.0	45078	200119	0.5224	33774	Obama	33774	0.00594277	33774.0
3618	-82.845502	27.916806	Belleair Shore town	FL	Florida	Pinellas County	0	0.0	0.0	0.0	0	0	0.5224	33786	Obama	33786	0.0	33786.0
3619	-82.80823199999999	27.935837	Belleair town	FL	Florida	Pinellas County	3868	55.4	54.1	11.9	61360	246061	0.5224	33770	Obama	33770	0.008200726	33770.0
3620	-82.779146	27.908635999999998	Largo city	FL	Florida	Pinellas County	69072	49.7	20.2	11.4	24140	82277	0.5224	33770	Obama	33770	0.146442749	33770.0
3621	-82.820686	27.82103	North Redington Beach town	FL	Florida	Pinellas County	1530	59.3	42.1	12.0	41365	270089	0.5224	33708	Obama	33708	0.003243824	33708.0
3622	-82.841074	27.924274	Belleair Beach city	FL	Florida	Pinellas County	1661	63.1	54.4	11.8	61561	273837	0.5224	33786	Obama	33786	0.0035215629999999997	33786.0
3623	-82.747338	28.084478000000004	Palm Harbor CDP	FL	Florida	Pinellas County	59578	47.9	33.5	11.0	31695	143692	0.5224	34683	Obama	34683	0.12631408	34683.0
3624	-82.686725	28.119834	East Lake CDP	FL	Florida	Pinellas County	32064	45.8	48.3	11.0	43557	240917	0.5224	34685	Obama	34685	0.067980373	34685.0
3625	-82.84448	27.85333	Indian Shores town	FL	Florida	Pinellas County	1798	62.3	37.5	10.7	48844	191992	0.5224	33776	Obama	33776	0.003812023	33776.0
3626	-82.81715200000001	27.919938000000002	Belleair Bluffs city	FL	Florida	Pinellas County	2265	56.7	31.0	8.2	33507	127536	0.5224	33770	Obama	33770	0.004802130999999999	33770.0
3627	-81.795436	27.752981	Fort Meade city	FL	Florida	Polk County	5869	38.1	8.6	20.7	18744	74385	0.4609	33841	Obama	33841	0.012443138999999999	33841.0
3628	-81.906502	28.036996999999996	Crystal Lake CDP	FL	Florida	Polk County	5141	30.2	16.5	18.8	17128	80977	0.4609	33801	Obama	33801	0.010899672	33801.0
3629	-81.568558	28.237876	Loughman CDP	FL	Florida	Polk County	2358	43.5	15.5	9.7	22531	110894	0.4609	33837	Obama	33837	0.004999305	33837.0
3630	-82.012124	28.038939000000003	Winston CDP	FL	Florida	Polk County	9316	40.5	11.1	17.4	18216	57695	0.4609	33815	Obama	33815	0.019751283	33815.0
3631	-81.620074	27.979211	Waverly CDP	FL	Florida	Polk County	1990	54.9	11.0	26.8	20269	61204	0.4609	33877	Obama	33877	0.0042190909999999995	33877.0
3632	-81.726128	28.092696999999998	Lake Alfred city	FL	Florida	Polk County	4995	42.8	19.5	15.7	21378	91852	0.4609	33850	Obama	33850	0.010590131000000001	33850.0
3633	-81.605761	28.161686	Davenport city	FL	Florida	Polk County	2262	42.9	15.6	15.6	19394	100625	0.4609	33844	Obama	33844	0.004795771	33844.0
3634	-81.949089	27.958686	Lakeland Highlands CDP	FL	Florida	Polk County	13408	43.6	45.2	11.2	37142	182824	0.4609	33813	Obama	33813	0.028426922	33813.0
3635	-81.976431	27.9034	Mulberry city	FL	Florida	Polk County	3286	37.8	17.2	16.0	21787	91833	0.4609	33860	Obama	33860	0.006966801	33860.0
3636	-81.729458	27.957876000000002	Wahneta CDP	FL	Florida	Polk County	5117	29.4	2.5	21.7	10779	59722	0.4609	33839	Obama	33839	0.010848789	33839.0
3637	-81.853994	28.058945	Fussels Corner CDP	FL	Florida	Polk County	5467	44.2	11.5	18.1	17942	77346	0.4609	33823	Obama	33823	0.01159084	33823.0
3638	-81.533979	27.824193	Hillcrest Heights town	FL	Florida	Polk County	309	41.5	20.1	13.3	18903	101471	0.4609	33827	Obama	33827	0.000655125	33827.0
3639	-81.618882	28.017153000000004	Dundee town	FL	Florida	Polk County	3616	42.2	10.2	16.2	17701	89940	0.4609	33838	Obama	33838	0.0076664490000000005	33838.0
3640	-81.906051	28.059184000000002	Combee Settlement CDP	FL	Florida	Polk County	5310	40.0	8.6	17.7	17280	72553	0.4609	33801	Obama	33801	0.011257976999999999	33801.0
3641	-81.76764	28.038729999999997	Inwood CDP	FL	Florida	Polk County	6727	37.4	7.7	18.2	16010	71765	0.4609	33881	Obama	33881	0.014262225	33881.0
3642	-81.825717	28.18148	Polk City town	FL	Florida	Polk County	1674	42.0	12.2	14.3	18867	88152	0.4609	33868	Obama	33868	0.003549125	33868.0
3643	-81.686284	28.002682	Cypress Gardens CDP	FL	Florida	Polk County	9685	47.8	33.6	10.1	32261	134604	0.4609	33884	Obama	33884	0.020533617	33884.0
3644	-81.9654	28.043020000000002	Lakeland city	FL	Florida	Polk County	85266	39.8	23.6	16.4	22954	98711	0.4609	33815	Obama	33815	0.18077639899999998	33815.0
3645	-82.031548	28.136616999999998	Kathleen CDP	FL	Florida	Polk County	3293	40.5	10.6	12.6	19333	95000	0.4609	33810	Obama	33810	0.006981642	33810.0
3646	-81.527733	27.833857000000002	Babson Park CDP	FL	Florida	Polk County	1408	42.4	19.5	13.2	19245	91667	0.4609	33827	Obama	33827	0.0029851659999999996	33827.0
3647	-81.794022	28.078727	Auburndale city	FL	Florida	Polk County	12251	40.1	15.2	16.1	21827	100106	0.4609	33823	Obama	33823	0.025973912999999998	33823.0
3648	-81.879788	27.959846000000002	Highland City CDP	FL	Florida	Polk County	2328	35.8	14.6	12.9	21071	97920	0.4609	33813	Obama	33813	0.004935701	33813.0
3649	-81.84178399999999	27.901559999999996	Bartow city	FL	Florida	Polk County	15837	37.6	20.6	19.4	22516	92652	0.4609	33830	Obama	33830	0.033576758	33830.0
3650	-81.986645	27.957007	Medulla CDP	FL	Florida	Polk County	7546	37.2	19.6	11.6	24446	127727	0.4609	33811	Obama	33811	0.015998624	33811.0
3651	-81.627443	28.107765	Haines City	FL	Florida	Polk County	16708	35.5	12.0	17.0	15681	73678	0.4609	33844	Obama	33844	0.035423405	33844.0
3652	-81.603373	27.918337	Lake Wales city	FL	Florida	Polk County	12215	41.8	20.6	19.0	19778	86988	0.4609	33877	Obama	33877	0.025897588	33877.0
3653	-82.024387	27.921753000000002	Willow Oak CDP	FL	Florida	Polk County	6645	31.3	8.9	13.6	18326	88064	0.4609	33811	Obama	33811	0.014088373000000001	33811.0
3654	-81.531707	27.746913	Frostproof city	FL	Florida	Polk County	2993	35.7	12.2	17.9	17490	66875	0.4609	33843	Obama	33843	0.006345598	33843.0
3655	-81.589711	27.829744	Crooked Lake Park CDP	FL	Florida	Polk County	1875	49.0	25.5	8.1	21886	80286	0.4609	338HH	Obama	338HH	0.003975274	0.0
3656	-81.712622	28.040046999999998	Winter Haven city	FL	Florida	Polk County	27169	46.0	20.8	16.6	22769	93837	0.4609	33881	Obama	33881	0.057602256	33881.0
3657	-81.968345	28.11617	Gibsonia CDP	FL	Florida	Polk County	6249	47.5	24.6	12.1	26237	116199	0.4609	33809	Obama	33809	0.013248795	33809.0
3658	-81.627482	28.047441	Lake Hamilton town	FL	Florida	Polk County	1304	50.2	15.0	22.4	17983	73750	0.4609	33851	Obama	33851	0.002764671	33851.0
3659	-81.750709	27.980499	Eagle Lake city	FL	Florida	Polk County	2920	36.2	9.5	15.0	16341	75563	0.4609	33839	Obama	33839	0.0061908269999999994	33839.0
3660	-81.561854	27.864671	Highland Park village	FL	Florida	Polk County	287	49.0	19.5	10.4	22075	77333	0.4609	33853	Obama	33853	0.0006084819999999999	33853.0
3661	-81.793062	28.019988	Jan Phyl Village CDP	FL	Florida	Polk County	5779	35.1	15.3	12.9	21699	96983	0.4609	33823	Obama	33823	0.012252326000000001	33823.0
3662	-81.66425799999999	29.483494	Welaka town	FL	Florida	Putnam County	590	57.3	17.0	12.9	18970	111328	0.3725	32193	Obama	32193	0.001250886	32193.0
3663	-81.516816	29.437153000000002	Crescent City	FL	Florida	Putnam County	1735	42.7	17.6	13.9	15217	120975	0.3725	32112	Obama	32112	0.0036784540000000003	32112.0
3664	-81.657268	29.649293	Palatka city	FL	Florida	Putnam County	10096	36.2	13.7	23.2	15191	102083	0.3725	32177	Obama	32177	0.021404997999999998	32177.0
3665	-81.89616099999999	29.620348	Interlachen town	FL	Florida	Putnam County	1669	41.4	11.1	14.8	13708	80870	0.3725	32148	Obama	32148	0.0035385240000000004	32148.0
3666	-81.59821099999999	29.650608000000002	East Palatka CDP	FL	Florida	Putnam County	1753	41.7	15.3	9.7	22220	121833	0.3725	32131	Obama	32131	0.003716617	32131.0
3667	-81.59366999999999	29.50105	Pomona Park town	FL	Florida	Putnam County	784	53.0	11.8	15.7	17823	100000	0.3725	32181	Obama	32181	0.001662195	32181.0
3668	-81.32073199999999	29.901304999999997	St. Augustine city	FL	Florida	St. Johns County	13270	44.6	35.4	11.7	28132	171386	0.3065	320HH	Obama	320HH	0.028134342000000003	0.0
3669	-81.309251	29.808315999999998	St. Augustine Shores CDP	FL	Florida	St. Johns County	5672	50.1	27.5	12.2	26311	144811	0.3065	32086	Obama	32086	0.01202547	32086.0
3670	-81.370074	30.189589	Sawgrass CDP	FL	Florida	St. Johns County	5216	57.7	67.2	8.6	72223	482460	0.3065	32082	Obama	32082	0.011058683	32082.0
3671	-81.314708	29.843782	St. Augustine South CDP	FL	Florida	St. Johns County	5689	44.1	26.8	10.3	28364	166111	0.3065	32086	Obama	32086	0.012061513000000001	32086.0
3672	-81.394813	30.200846999999996	Palm Valley CDP	FL	Florida	St. Johns County	22156	42.7	60.6	10.1	50774	398159	0.3065	32082	Obama	32082	0.046973963	32082.0
3673	-81.26467	29.797279	Butler Beach CDP	FL	Florida	St. Johns County	4663	59.4	44.9	10.6	44374	267105	0.3065	32086	Obama	32086	0.009886242	32086.0
3674	-81.508071	29.715665	Hastings town	FL	Florida	St. Johns County	880	39.8	10.9	17.5	13902	74375	0.3065	32145	Obama	32145	0.001865729	32145.0
3675	-81.27071600000001	29.841399	St. Augustine Beach city	FL	Florida	St. Johns County	6883	44.7	46.8	8.4	36654	232403	0.3065	32084	Obama	32084	0.014592967	32084.0
3676	-81.301574	29.934898999999998	Villano Beach CDP	FL	Florida	St. Johns County	2765	51.1	55.4	9.8	46694	334395	0.3065	32095	Obama	32095	0.005862205	32095.0
3677	-81.241453	29.734687	Crescent Beach CDP	FL	Florida	St. Johns County	956	56.6	31.9	8.6	28209	211413	0.3065	32086	Obama	32086	0.00202686	32086.0
3678	-81.614395	30.095874	Fruit Cove CDP	FL	Florida	St. Johns County	30320	38.4	48.4	7.9	41982	284148	0.3065	32259	Obama	32259	0.064282837	32259.0
3679	-80.358698	27.409270000000003	Fort Pierce South CDP	FL	Florida	St. Lucie County	6090	35.1	14.8	14.4	18673	94728	0.5354	34981	Obama	34981	0.012911691000000001	34981.0
3680	-80.34223100000001	27.376112	White City CDP	FL	Florida	St. Lucie County	4933	46.0	19.6	12.0	23451	118931	0.5354	34982	Obama	34982	0.010458682	34982.0
3681	-80.330793	27.321494	Port St. Lucie-River Park CDP	FL	Florida	St. Lucie County	5765	51.2	13.8	14.8	22111	87705	0.5354	34983	Obama	34983	0.012222644	34983.0
3682	-80.342294	27.498858000000002	St. Lucie village	FL	Florida	St. Lucie County	639	46.8	22.2	12.0	24616	120455	0.5354	34946	Obama	34946	0.001354774	34946.0
3683	-80.35871	27.473481	Fort Pierce North CDP	FL	Florida	St. Lucie County	7868	38.3	12.6	20.2	13769	66716	0.5354	34946	Obama	34946	0.016681312	34946.0
3684	-80.339641	27.427172	Fort Pierce city	FL	Florida	St. Lucie County	38053	36.1	14.3	21.7	15708	77691	0.5354	34950	Obama	34950	0.08067792900000001	34950.0
3685	-80.29921	27.356823	Indian River Estates CDP	FL	Florida	St. Lucie County	6467	52.3	10.5	14.6	21118	107712	0.5354	34982	Obama	34982	0.013710986000000001	34982.0
3686	-80.35329300000001	27.282968	Port St. Lucie city	FL	Florida	St. Lucie County	153634	44.2	18.7	11.4	23981	118539	0.5354	34984	Obama	34984	0.325726565	34984.0
3687	-80.235332	27.328540000000004	Hutchinson Island South CDP	FL	Florida	St. Lucie County	5183	71.0	26.5	14.2	39965	155199	0.5354	34952	Obama	34952	0.010988719	34952.0
3688	-80.386583	27.53905	Lakewood Park CDP	FL	Florida	St. Lucie County	11250	50.2	13.7	12.4	22470	89577	0.5354	34951	Obama	34951	0.023851646	34951.0
3689	-87.160151	30.362909000000002	Gulf Breeze city	FL	Florida	Santa Rosa County	5680	50.4	53.0	8.8	36548	216456	0.2312	32561	Obama	32561	0.012042431000000001	32561.0
3690	-87.035387	30.590365000000002	Bagdad CDP	FL	Florida	Santa Rosa County	2061	41.1	23.1	11.7	21281	90750	0.2312	32583	Obama	32583	0.004369622	32583.0
3691	-87.152088	30.950449	Jay town	FL	Florida	Santa Rosa County	660	44.0	15.9	10.9	16567	67600	0.2312	32565	Obama	32565	0.001399297	32565.0
3692	-87.161183	30.599541	Pace CDP	FL	Florida	Santa Rosa County	8643	37.9	17.6	11.1	21134	112024	0.2312	32571	Obama	32571	0.018324425	32571.0
3693	-87.049625	30.631573	Milton city	FL	Florida	Santa Rosa County	8172	37.1	20.4	14.5	19290	96160	0.2312	32583	Obama	32583	0.017325836	32583.0
3694	-82.47245	27.365170000000003	The Meadows CDP	FL	Florida	Sarasota County	4026	71.0	48.5	11.3	44260	178543	0.4584	34235	Obama	34235	0.008535709	34235.0
3695	-82.478131	27.191353999999997	Osprey CDP	FL	Florida	Sarasota County	6841	55.7	39.3	9.8	56086	300687	0.4584	34229	Obama	34229	0.014503921000000001	34229.0
3696	-82.461585	27.332746999999998	Fruitville CDP	FL	Florida	Sarasota County	13583	41.9	32.3	11.0	30572	161924	0.4584	34232	Obama	34232	0.028797947999999997	34232.0
3697	-82.434984	27.123818	Nokomis CDP	FL	Florida	Sarasota County	3313	55.9	16.2	11.9	27372	87119	0.4584	34275	Obama	34275	0.007024045	34275.0
3698	-82.40580899999999	27.069222999999997	Venice Gardens CDP	FL	Florida	Sarasota County	7486	56.2	20.9	9.2	27954	122230	0.4584	34293	Obama	34293	0.015871416	34293.0
3699	-82.517804	27.370972	North Sarasota CDP	FL	Florida	Sarasota County	7084	45.3	14.8	12.4	21594	82966	0.4584	34234	Obama	34234	0.015019117	34234.0
3700	-82.461056	27.145722999999997	Laurel CDP	FL	Florida	Sarasota County	8242	61.1	29.1	11.1	36174	160714	0.4584	34275	Obama	34275	0.017474246000000002	34275.0
3701	-82.496989	27.285589	South Gate Ridge CDP	FL	Florida	Sarasota County	5618	46.6	30.8	6.6	28592	132887	0.4584	34233	Obama	34233	0.011910981999999999	34233.0
3702	-82.325322	26.976931	Englewood CDP	FL	Florida	Sarasota County	16681	65.0	20.2	14.3	29714	103534	0.4584	34223	Obama	34223	0.035366161	34223.0
3703	-82.428966	27.101470000000003	Venice city	FL	Florida	Sarasota County	19995	69.1	30.4	9.6	34540	127586	0.4584	34292	Obama	34292	0.042392325999999994	34292.0
3704	-82.506629	27.258677000000002	Gulf Gate Estates CDP	FL	Florida	Sarasota County	11166	54.2	27.6	9.9	28107	129801	0.4584	34231	Obama	34231	0.023673554	34231.0
3705	-82.493253	27.359019	Kensington Park CDP	FL	Florida	Sarasota County	3792	43.8	22.7	12.9	26642	110071	0.4584	34235	Obama	34235	0.008039595	34235.0
3706	-82.509697	27.308345000000003	Southgate CDP	FL	Florida	Sarasota County	7098	51.4	26.5	8.2	30925	140982	0.4584	34239	Obama	34239	0.015048799	34239.0
3707	-82.53180400000001	27.285397999999997	South Sarasota CDP	FL	Florida	Sarasota County	5337	54.7	45.8	12.4	50441	230521	0.4584	34242	Obama	34242	0.011315221	34242.0
3708	-82.513624	27.287401000000003	Ridge Wood Heights CDP	FL	Florida	Sarasota County	4891	43.8	24.1	9.8	27361	119869	0.4584	34231	Obama	34231	0.010369636	34231.0
3709	-82.437022	27.291551000000002	Lake Sarasota CDP	FL	Florida	Sarasota County	4822	38.1	24.2	9.6	25683	146028	0.4584	34241	Obama	34241	0.010223346	34241.0
3710	-82.26945500000001	27.047166999999998	Warm Mineral Springs CDP	FL	Florida	Sarasota County	5107	73.0	20.8	18.2	26301	90732	0.4584	34287	Obama	34287	0.010827587	34287.0
3711	-82.473115	27.285496999999996	Bee Ridge CDP	FL	Florida	Sarasota County	9670	54.3	32.5	14.7	33286	167522	0.4584	34233	Obama	34233	0.020501815	34233.0
3712	-82.553085	27.274744000000002	Siesta Key CDP	FL	Florida	Sarasota County	7402	61.9	54.3	9.3	58825	450000	0.4584	34242	Obama	34242	0.015693323000000002	34242.0
3713	-82.194335	27.053688	North Port city	FL	Florida	Sarasota County	58350	37.1	15.5	10.1	24953	118022	0.4584	34286	Obama	34286	0.12371054	34286.0
3714	-82.526822	27.34161	Sarasota city	FL	Florida	Sarasota County	52945	44.6	28.5	14.0	27850	125637	0.4584	34237	Obama	34237	0.11225114900000001	34237.0
3715	-82.478932	27.309233000000003	Sarasota Springs CDP	FL	Florida	Sarasota County	15431	45.3	21.9	13.0	25979	119984	0.4584	34232	Obama	34232	0.032715978	34232.0
3716	-82.369007	27.064885999999998	Plantation CDP	FL	Florida	Sarasota County	4204	70.2	31.3	20.4	36720	209065	0.4584	34293	Obama	34293	0.008913095	34293.0
3717	-82.41483199999999	27.043714	South Venice CDP	FL	Florida	Sarasota County	13627	49.2	16.7	13.6	22921	108359	0.4584	34293	Obama	34293	0.028891234	34293.0
3718	-82.492295	27.225925	Vamo CDP	FL	Florida	Sarasota County	5304	56.1	45.2	11.5	36458	169182	0.4584	34238	Obama	34238	0.011245256	34238.0
3719	-82.496835	27.373040999999997	Desoto Lakes CDP	FL	Florida	Sarasota County	3187	45.6	31.6	13.5	32011	147642	0.4584	34235	Obama	34235	0.006756906	34235.0
3720	-81.39518100000001	28.661974	Altamonte Springs city	FL	Florida	Seminole County	42839	36.7	32.6	11.2	27628	133818	0.4623	32714	Obama	32714	0.09082495	32714.0
3721	-81.115847	28.638002	Chuluota CDP	FL	Florida	Seminole County	2631	37.5	29.0	9.3	29136	173549	0.4623	32766	Obama	32766	0.005578105	32766.0
3722	-81.444325	28.661861	Forest City CDP	FL	Florida	Seminole County	13299	37.4	30.1	10.5	29314	140540	0.4623	32714	Obama	32714	0.028195826	32714.0
3723	-81.33533299999999	28.759290000000004	Lake Mary city	FL	Florida	Seminole County	13230	40.0	37.2	8.8	35119	202957	0.4623	32746	Obama	32746	0.028049536	32746.0
3724	-81.322337	28.662369	Casselberry city	FL	Florida	Seminole County	24937	38.8	22.4	12.4	25020	115979	0.4623	32707	Obama	32707	0.05287009	32707.0
3725	-81.227912	28.794079999999997	Midway CDP	FL	Florida	Seminole County	1919	38.6	9.0	15.3	15541	66700	0.4623	32773	Obama	32773	0.004068561	32773.0
3726	-81.345596	28.648532	Fern Park CDP	FL	Florida	Seminole County	8502	41.6	33.2	9.6	27672	143577	0.4623	32730	Obama	32730	0.018025483999999998	32730.0
3727	-81.277736	28.789641999999997	Sanford city	FL	Florida	Seminole County	47427	34.6	16.9	13.3	21472	97275	0.4623	32771	Obama	32771	0.10055218099999999	32771.0
3728	-81.34798	28.701331	Longwood city	FL	Florida	Seminole County	13987	40.5	26.3	11.5	26389	142670	0.4623	32750	Obama	32750	0.029654487	32750.0
3729	-81.18616	28.656940000000002	Oviedo city	FL	Florida	Seminole County	35303	34.0	42.4	9.5	30292	166597	0.4623	32765	Obama	32765	0.074847527	32765.0
3730	-81.287683	28.617679	Goldenrod CDP	FL	Florida	Seminole County	12909	34.0	29.6	13.2	23943	130013	0.4623	32792	Obama	32792	0.027368969	32792.0
3731	-81.271839	28.688840000000003	Winter Springs city	FL	Florida	Seminole County	34843	40.4	36.9	11.3	32872	158516	0.4623	32708	Obama	32708	0.07387225900000001	32708.0
3732	-81.114255	28.737692	Geneva CDP	FL	Florida	Seminole County	2939	43.3	21.1	8.4	27260	158140	0.4623	32732	Obama	32732	0.00623111	32732.0
3733	-81.42493499999999	28.698526	Wekiwa Springs CDP	FL	Florida	Seminole County	23210	46.1	52.2	10.5	40436	219391	0.4623	32779	Obama	32779	0.049208597	32779.0
3734	-81.371651	28.775610999999998	Heathrow CDP	FL	Florida	Seminole County	4846	44.9	55.1	8.8	68456	334400	0.4623	32746	Obama	32746	0.010274229000000001	32746.0
3735	-82.051051	28.611533	Webster city	FL	Florida	Sumter County	1148	38.4	9.9	11.2	15188	92857	0.3228	33514	Obama	33514	0.0024339279999999997	33514.0
3736	-82.04267800000001	28.845906	Wildwood city	FL	Florida	Sumter County	3846	48.1	12.6	11.0	16773	74098	0.3228	34785	Obama	34785	0.008154083000000001	34785.0
3737	-81.997387	28.647747999999996	Center Hill city	FL	Florida	Sumter County	1638	35.2	10.9	11.8	14894	87576	0.3228	33514	Obama	33514	0.0034728000000000003	33514.0
3738	-81.982221	28.939999	The Villages CDP	FL	Florida	Sumter County	14860	72.5	27.2	12.4	36015	246699	0.3228	32159	Obama	32159	0.031505375	32159.0
3739	-82.115926	28.66545	Bushnell city	FL	Florida	Sumter County	2315	45.1	12.7	9.2	17557	94886	0.3228	33513	Obama	33513	0.004908139000000001	33513.0
3740	-82.13186400000001	28.787453999999997	Lake Panasoffkee CDP	FL	Florida	Sumter County	5712	54.8	9.3	9.1	19998	79300	0.3228	33538	Obama	33538	0.012110276000000001	33538.0
3741	-82.069148	28.801458	Coleman city	FL	Florida	Sumter County	1093	41.4	8.5	10.9	15980	81579	0.3228	33521	Obama	33521	0.00231732	33521.0
